2998_74478,2994_88778,2991_03079,2987_17379,2983_3168,2979_45981,2975_60281,2971_74582,2967_88882,2964_03183,2960_17484,2956_31784,2952_46085,2948_60385,2944_74686,2940_88986,2937_03287,2933_17588,2929_31888,2925_46189,2921_60489,2917_7479,2913_89091,2910_03391,2906_17692,2902_31992,2898_46293,2894_60594,2890_74894,2886_89195,2883_03495,2879_17796,2875_32096,2871_46397,2867_60698,2863_74998,2859_89299,2856_03599,2852_179,2848_32201,2844_46501,2840_60802,2836_75102,2832_89403,2829_03703,2825_18004,2821_32305,2817_46605,2813_60906,2809_75206,2805_89507,2802_03808,2798_18108,2794_32409,2790_46709,2786_6101,2782_7531,2778_89611,2775_03912,2771_18212,2767_32513,2763_46813,2759_61114,2755_75415,2751_89715,2748_04016,2744_18316,2740_32617,2736_46917,2732_61218,2728_75519,2724_89819,2721_0412,2717_1842,2713_32721,2709_47022,2705_61322,2701_75623,Class
0.03778,0.04486,0.05213,0.05949,0.06677,0.07367,0.08013,0.08639,0.09266,0.09939,0.10711,0.11611,0.12618,0.13664,0.14672,0.15542,0.16169,0.16506,0.1655,0.16298,0.15748,0.1494,0.13943,0.12838,0.1173,0.10735,0.09924,0.09301,0.0882,0.08438,0.08095,0.07723,0.07305,0.06823,0.06248,0.05596,0.04925,0.04295,0.0372,0.03198,0.02761,0.02408,0.02122,0.01902,0.01754,0.01674,0.01621,0.01559,0.01485,0.01381,0.01245,0.01104,0.00972,0.0085,0.00745,0.00659,0.00608,0.00603,0.00668,0.00805,0.00968,0.01122,0.01254,0.01358,0.01441,0.0151,0.01556,0.0156,0.01512,0.01441,0.01365,0.01284,0.01226,0.01208,0.01215,0.01221,0.01188,0.01125,P
0.03616,0.04273,0.04947,0.0563,0.06306,0.06945,0.07544,0.08125,0.08706,0.09329,0.10043,0.10877,0.11808,0.12775,0.13707,0.14512,0.15091,0.15403,0.15444,0.1521,0.14702,0.13955,0.13033,0.1201,0.10985,0.10065,0.09314,0.08737,0.08291,0.07935,0.07616,0.0727,0.06881,0.06433,0.05899,0.05293,0.04669,0.04084,0.03549,0.03063,0.02655,0.02325,0.02056,0.01848,0.01707,0.01628,0.01574,0.01511,0.01437,0.01335,0.01204,0.01067,0.00939,0.00819,0.00715,0.00629,0.00574,0.00563,0.00617,0.0074,0.00887,0.01027,0.01148,0.01244,0.01321,0.01387,0.01431,0.01436,0.01394,0.01329,0.01259,0.01185,0.01131,0.01115,0.0112,0.01125,0.01094,0.01035,P
0.04511,0.05291,0.06043,0.06743,0.07378,0.07971,0.08592,0.09296,0.10111,0.11031,0.12024,0.13063,0.14113,0.1513,0.16073,0.1688,0.17486,0.1788,0.18056,0.17991,0.1767,0.17102,0.16304,0.15329,0.14271,0.13226,0.12261,0.11395,0.10633,0.0997,0.09378,0.08852,0.08386,0.07936,0.0744,0.06871,0.06241,0.05576,0.04884,0.04181,0.03509,0.02864,0.02239,0.01691,0.01262,0.0094,0.00713,0.00575,0.00508,0.00472,0.00452,0.00468,0.00521,0.00601,0.00712,0.0085,0.00987,0.01099,0.01171,0.01205,0.01197,0.01142,0.01079,0.01043,0.01028,0.01025,0.01046,0.01099,0.01153,0.01192,0.01244,0.01313,0.01369,0.01405,0.01407,0.01363,0.01276,0.01179,P
0.03504,0.04173,0.0486,0.05554,0.06242,0.06893,0.07502,0.08092,0.08683,0.09316,0.10041,0.10887,0.11833,0.12814,0.13759,0.14575,0.15161,0.15476,0.15516,0.15277,0.14759,0.13997,0.13058,0.12017,0.10973,0.10036,0.0927,0.08679,0.08222,0.07857,0.07528,0.07172,0.06771,0.06311,0.05763,0.05141,0.04502,0.03901,0.03351,0.0285,0.02429,0.02086,0.01805,0.01586,0.01434,0.01345,0.01281,0.01208,0.01124,0.01011,0.00868,0.00718,0.00576,0.00441,0.00324,0.00223,0.0015,0.00116,0.00141,0.00232,0.00349,0.00462,0.00568,0.00654,0.00728,0.00795,0.00842,0.0085,0.00809,0.00743,0.00671,0.00593,0.00536,0.00517,0.0052,0.00522,0.00487,0.00424,P
0.03429,0.04137,0.04847,0.05517,0.06164,0.06813,0.07434,0.08,0.08528,0.09066,0.09671,0.10388,0.11249,0.1225,0.13295,0.14273,0.15094,0.15636,0.15779,0.15478,0.1477,0.13762,0.12597,0.11436,0.10399,0.09537,0.08869,0.08396,0.08072,0.07802,0.07516,0.07198,0.06814,0.06346,0.05822,0.05242,0.04585,0.03874,0.03218,0.02702,0.02328,0.02056,0.01866,0.01729,0.01614,0.01528,0.01478,0.01414,0.01297,0.0114,0.00997,0.00899,0.00829,0.00757,0.00651,0.00499,0.00362,0.00302,0.00338,0.00467,0.00657,0.0087,0.01063,0.0122,0.01332,0.01377,0.01333,0.01234,0.01133,0.01049,0.01007,0.01023,0.01053,0.01052,0.01011,0.00959,0.00917,0.00879,P
0.03521,0.04389,0.05286,0.062,0.07111,0.07976,0.08786,0.09576,0.1037,0.11229,0.12225,0.13398,0.14716,0.16091,0.17419,0.18568,0.19395,0.1984,0.19896,0.19562,0.18834,0.17764,0.16447,0.14988,0.13531,0.12229,0.11177,0.1038,0.09778,0.09311,0.08901,0.08457,0.07955,0.07371,0.06668,0.05865,0.05041,0.04277,0.03592,0.02984,0.02496,0.02126,0.01849,0.01658,0.01559,0.01542,0.01551,0.01538,0.01498,0.01405,0.01261,0.01104,0.00957,0.00823,0.00716,0.00639,0.0061,0.0064,0.00757,0.00962,0.01191,0.01396,0.01563,0.01682,0.01766,0.01826,0.01855,0.0183,0.01742,0.01629,0.01514,0.01401,0.01322,0.013,0.01315,0.01334,0.01307,0.01246,P
0.03516,0.04015,0.04534,0.05012,0.05397,0.05687,0.0591,0.06129,0.0643,0.06841,0.07359,0.07977,0.08677,0.09434,0.10209,0.10954,0.11602,0.12064,0.12271,0.12203,0.11878,0.1133,0.10616,0.09818,0.09008,0.08255,0.07599,0.07077,0.06707,0.06443,0.06242,0.06054,0.0582,0.05516,0.05132,0.04699,0.04244,0.03729,0.03154,0.0256,0.01991,0.01479,0.01055,0.0075,0.00552,0.00397,0.00269,0.00182,0.00131,0.00095,0.00083,0.00114,0.00172,0.00209,0.00214,0.0021,0.00207,0.00193,0.00194,0.00226,0.00269,0.00289,0.00281,0.0028,0.00306,0.00358,0.00441,0.00562,0.00712,0.00872,0.01006,0.01089,0.01106,0.01041,0.00903,0.00736,0.00586,0.00454,N
0.03339,0.04437,0.05605,0.06819,0.08012,0.09094,0.10002,0.10713,0.11308,0.11904,0.12617,0.13561,0.14741,0.16123,0.17619,0.19091,0.2038,0.21316,0.21716,0.21474,0.20592,0.19229,0.1762,0.15966,0.14436,0.13189,0.12281,0.11649,0.11181,0.10817,0.10454,0.09979,0.09339,0.08528,0.07598,0.06605,0.05552,0.04481,0.03465,0.02627,0.0199,0.01471,0.01052,0.00749,0.00501,0.00274,0.00103,0.00024,0.00031,0.00069,0.00102,0.00168,0.00308,0.00517,0.00723,0.00846,0.00886,0.00833,0.00662,0.00442,0.00273,0.00169,0.00093,0.00021,0.00012,0.00108,0.00312,0.00597,0.00906,0.01178,0.01387,0.01488,0.0148,0.01417,0.01327,0.01167,0.00909,0.00606,N
0.03594,0.04637,0.05799,0.06977,0.08081,0.09035,0.09828,0.10535,0.11213,0.11946,0.12835,0.13903,0.15123,0.16413,0.17714,0.18941,0.19951,0.20643,0.20947,0.20773,0.20108,0.19024,0.17664,0.16184,0.14755,0.13537,0.12578,0.11823,0.11239,0.10769,0.10335,0.09843,0.0923,0.08505,0.07669,0.06706,0.05678,0.04659,0.03721,0.02902,0.02229,0.01707,0.01282,0.00905,0.00591,0.00359,0.00208,0.00129,0.00116,0.00168,0.00243,0.00321,0.00422,0.00548,0.00671,0.00755,0.00778,0.00732,0.00617,0.00462,0.00314,0.00202,0.00119,0.0008,0.00114,0.00229,0.00426,0.00684,0.00951,0.01177,0.01319,0.01389,0.01405,0.01367,0.01283,0.01156,0.00961,0.00716,N
0.03302,0.0434,0.05482,0.06693,0.0794,0.0917,0.10269,0.11136,0.11714,0.12083,0.12429,0.1298,0.13941,0.15389,0.17232,0.1925,0.21057,0.22308,0.22748,0.22299,0.21095,0.1936,0.17391,0.15517,0.13933,0.12729,0.11885,0.11405,0.11196,0.11034,0.10738,0.10254,0.09563,0.08684,0.07655,0.06534,0.0542,0.04414,0.03499,0.0264,0.01886,0.01356,0.0103,0.00806,0.00662,0.00587,0.00523,0.00406,0.00255,0.00169,0.00197,0.00362,0.0061,0.00883,0.01159,0.01359,0.0139,0.01248,0.01036,0.00808,0.00584,0.00384,0.00277,0.00268,0.00302,0.00333,0.00417,0.00585,0.00875,0.01221,0.01541,0.01778,0.01885,0.01789,0.01492,0.01109,0.0078,0.00532,N
0.0205,0.02825,0.0367,0.0455,0.05456,0.06366,0.07255,0.08112,0.08944,0.09765,0.1061,0.1153,0.12566,0.13715,0.14928,0.16123,0.1719,0.18042,0.18621,0.18872,0.18762,0.18281,0.17435,0.16269,0.14879,0.13431,0.12096,0.10987,0.10154,0.09584,0.09188,0.08867,0.08525,0.08116,0.07611,0.06984,0.06233,0.05382,0.04456,0.03502,0.02575,0.01757,0.01115,0.00658,0.00373,0.00221,0.00155,0.00138,0.00135,0.00137,0.00153,0.00163,0.00169,0.00172,0.0017,0.00166,0.00158,0.00152,0.00155,0.00155,0.00148,0.00148,0.00165,0.00206,0.00278,0.00382,0.00495,0.00583,0.0062,0.00601,0.00541,0.00462,0.00377,0.00298,0.00237,0.00207,0.00218,0.0028,N
0.01582,0.01997,0.02467,0.02971,0.03494,0.04005,0.04493,0.04958,0.05422,0.05917,0.06456,0.07048,0.07662,0.08231,0.08725,0.09125,0.09408,0.09558,0.09573,0.09461,0.09209,0.08817,0.08315,0.07728,0.07083,0.06428,0.05803,0.05232,0.04738,0.04337,0.04003,0.03691,0.03386,0.03073,0.02734,0.02385,0.0205,0.01736,0.01446,0.01175,0.00934,0.007,0.00477,0.0029,0.0014,0.00036,0.00008,0.00055,0.00137,0.00208,0.00246,0.00234,0.00184,0.00141,0.00135,0.00158,0.00189,0.00208,0.00193,0.00139,0.00078,0.00037,0.0002,0.00016,0.00031,0.0006,0.00078,0.0008,0.0007,0.00053,0.00047,0.00052,0.00077,0.00119,0.00146,0.00162,0.00185,0.00218,N
0.04024,0.04848,0.0566,0.06426,0.07177,0.07932,0.08706,0.0955,0.10483,0.11496,0.12562,0.13633,0.14657,0.15575,0.16343,0.1693,0.17312,0.17506,0.17543,0.1742,0.17134,0.16703,0.16128,0.1539,0.14491,0.13506,0.12517,0.11574,0.10715,0.09964,0.09311,0.08726,0.08148,0.0755,0.0691,0.06232,0.05531,0.04808,0.04085,0.03399,0.0275,0.02144,0.01613,0.01201,0.00904,0.00684,0.00529,0.0045,0.00436,0.00461,0.00505,0.00547,0.00583,0.0059,0.00545,0.00477,0.00426,0.00402,0.00364,0.00294,0.00221,0.00154,0.00089,0.00055,0.00074,0.00132,0.00201,0.00277,0.00363,0.00466,0.00582,0.00682,0.0074,0.00743,0.00715,0.00664,0.00591,0.00523,N
0.03162,0.04337,0.05645,0.06968,0.08154,0.09166,0.1006,0.10924,0.11867,0.12975,0.14269,0.15733,0.17291,0.18874,0.20366,0.21658,0.22674,0.23321,0.23543,0.23339,0.22686,0.21585,0.20089,0.18382,0.1669,0.15127,0.1376,0.12663,0.11807,0.11112,0.1049,0.0988,0.09229,0.08469,0.07544,0.0647,0.05319,0.04215,0.03223,0.02344,0.01606,0.01058,0.00659,0.0036,0.00168,0.00097,0.00091,0.00092,0.00091,0.00104,0.00167,0.00266,0.00345,0.00393,0.0044,0.00501,0.0052,0.00478,0.00427,0.00362,0.00254,0.00139,0.00074,0.00075,0.00119,0.0021,0.00353,0.00537,0.0075,0.00951,0.01088,0.01165,0.01205,0.01188,0.01091,0.00937,0.00771,0.00586,N
0.03622,0.04166,0.04681,0.05151,0.05548,0.05884,0.06181,0.06444,0.06699,0.07006,0.0742,0.0799,0.08714,0.09587,0.10592,0.11621,0.12539,0.13212,0.13501,0.13371,0.12856,0.12062,0.1114,0.10166,0.09207,0.08353,0.07655,0.07154,0.06837,0.06649,0.06518,0.06354,0.06125,0.05833,0.05468,0.04989,0.04398,0.03755,0.03109,0.0248,0.01871,0.01331,0.00896,0.00529,0.00266,0.00137,0.001,0.0009,0.00068,0.00082,0.00119,0.00122,0.00108,0.00123,0.00177,0.00239,0.0031,0.0039,0.00432,0.00405,0.00329,0.00272,0.00254,0.00256,0.00291,0.00373,0.00511,0.00673,0.00813,0.00942,0.01063,0.01177,0.01258,0.01283,0.01229,0.0105,0.00764,0.0046,N
0.03775,0.04805,0.05898,0.07033,0.08147,0.09158,0.10006,0.10672,0.11229,0.11786,0.12451,0.13327,0.1442,0.15697,0.17079,0.18437,0.19626,0.20487,0.20853,0.20625,0.19805,0.1854,0.17047,0.15512,0.14089,0.12926,0.12076,0.11478,0.11031,0.10678,0.10326,0.09869,0.09258,0.08488,0.07607,0.06667,0.0567,0.04656,0.03691,0.02889,0.02271,0.01761,0.01343,0.01029,0.00766,0.00517,0.00322,0.00217,0.00199,0.00218,0.00239,0.00295,0.00419,0.00604,0.00784,0.00886,0.00911,0.00848,0.00675,0.00455,0.0028,0.00169,0.00086,0.00013,0.00003,0.00095,0.0029,0.00558,0.00849,0.01107,0.01303,0.01398,0.01392,0.01334,0.01249,0.01099,0.00858,0.00571,N
0.03315,0.04376,0.05517,0.06692,0.07891,0.09053,0.10051,0.10802,0.11341,0.118,0.12328,0.13049,0.14102,0.15506,0.17133,0.18801,0.20324,0.21428,0.2186,0.21521,0.2049,0.18963,0.17195,0.1546,0.13964,0.12761,0.11896,0.11369,0.11065,0.10804,0.10475,0.10017,0.0937,0.08524,0.07545,0.06523,0.05488,0.04434,0.03455,0.02627,0.01958,0.0144,0.01064,0.00803,0.00608,0.00422,0.00257,0.00165,0.00131,0.00106,0.00122,0.00215,0.00404,0.00648,0.00879,0.01052,0.01091,0.00977,0.00771,0.00539,0.00342,0.00206,0.00128,0.00073,0.00035,0.00082,0.00233,0.00469,0.0077,0.01095,0.01372,0.01524,0.01547,0.01482,0.01331,0.01089,0.00792,0.00519,N
0.04019,0.0432,0.04945,0.05852,0.069,0.07878,0.08741,0.09484,0.1009,0.10651,0.11241,0.12051,0.13107,0.14361,0.15839,0.17353,0.18641,0.19462,0.19624,0.19161,0.18164,0.16846,0.15447,0.14153,0.13125,0.12307,0.11604,0.11006,0.10479,0.09988,0.09417,0.08743,0.08053,0.0736,0.06648,0.05918,0.05142,0.04312,0.03443,0.02632,0.01967,0.01513,0.01304,0.01329,0.01544,0.01887,0.022,0.02327,0.02177,0.01809,0.01334,0.00837,0.00451,0.00313,0.0041,0.00634,0.00902,0.01122,0.01141,0.00902,0.0052,0.00174,0.00081,0.00274,0.00679,0.01175,0.01682,0.02077,0.02236,0.02145,0.01883,0.01521,0.01172,0.00889,0.00704,0.00556,0.0043,0.00456,N
0.03512,0.04303,0.05137,0.05903,0.06511,0.06956,0.07288,0.0762,0.08105,0.08793,0.0968,0.10753,0.1198,0.13314,0.14689,0.16017,0.17177,0.18012,0.18398,0.18299,0.17749,0.16806,0.15572,0.14195,0.12804,0.11522,0.1042,0.09565,0.08989,0.08609,0.08348,0.08118,0.07812,0.07389,0.06829,0.06188,0.05515,0.04741,0.03868,0.02967,0.02117,0.01378,0.00804,0.0045,0.00289,0.00216,0.00174,0.00168,0.00181,0.00177,0.00178,0.00227,0.00313,0.00376,0.00389,0.00383,0.00369,0.00324,0.00291,0.00297,0.00316,0.00294,0.00239,0.00201,0.00215,0.00276,0.00399,0.00592,0.00845,0.01123,0.01363,0.01518,0.0156,0.01464,0.01245,0.00981,0.00752,0.00565,N
0.0371,0.04801,0.05923,0.07012,0.08021,0.08943,0.09828,0.10743,0.11774,0.12954,0.1425,0.156,0.16961,0.18261,0.1941,0.20331,0.20994,0.21384,0.21487,0.21322,0.20899,0.20176,0.19171,0.17969,0.16654,0.15314,0.14051,0.12943,0.12014,0.11217,0.10509,0.0986,0.09228,0.08515,0.07681,0.0675,0.05782,0.04821,0.039,0.03057,0.02306,0.01634,0.01071,0.00648,0.00346,0.00153,0.00065,0.00051,0.00079,0.00145,0.00243,0.00359,0.00436,0.00457,0.00454,0.00438,0.00424,0.00416,0.00396,0.00347,0.00265,0.00157,0.00071,0.00044,0.00077,0.00153,0.00257,0.0038,0.00527,0.00676,0.00813,0.00922,0.00974,0.00969,0.00901,0.00785,0.00657,0.00535,N
0.04545,0.05113,0.05662,0.06209,0.06778,0.07418,0.0813,0.08953,0.09865,0.10821,0.11871,0.13002,0.14146,0.15247,0.16232,0.17094,0.17748,0.18133,0.18257,0.18108,0.17709,0.17065,0.16189,0.15173,0.14108,0.13085,0.12136,0.11289,0.10604,0.10022,0.09461,0.08897,0.08288,0.076,0.06812,0.05982,0.05189,0.04453,0.03768,0.03164,0.02681,0.02359,0.02184,0.021,0.02016,0.01905,0.01791,0.01678,0.01591,0.01544,0.01478,0.01335,0.01147,0.0099,0.00856,0.00709,0.0053,0.00356,0.00248,0.00224,0.00277,0.00361,0.00413,0.00448,0.00483,0.00564,0.0072,0.00909,0.01057,0.01126,0.0113,0.01042,0.00841,0.00618,0.00418,0.0025,0.00167,0.00174,N
0.04599,0.05025,0.05428,0.05875,0.0642,0.07022,0.07687,0.08365,0.09016,0.09669,0.10367,0.11187,0.12121,0.13076,0.14006,0.14804,0.15395,0.15746,0.15844,0.15705,0.15316,0.14679,0.13865,0.1295,0.12041,0.11222,0.10543,0.09992,0.09483,0.08992,0.08519,0.08041,0.0755,0.07012,0.06402,0.05717,0.04998,0.04326,0.03731,0.03209,0.02783,0.02471,0.02273,0.02157,0.02109,0.02104,0.02075,0.01978,0.01819,0.01624,0.0142,0.01217,0.01025,0.00866,0.00729,0.00578,0.00423,0.00294,0.00198,0.00148,0.00128,0.00131,0.00159,0.00219,0.00331,0.00516,0.00735,0.00933,0.01072,0.01155,0.01168,0.01074,0.00877,0.00632,0.00438,0.00339,0.00316,0.00371,N
0.03786,0.04404,0.05049,0.05642,0.06119,0.06477,0.06751,0.07022,0.07397,0.07913,0.08566,0.09347,0.10234,0.11193,0.12177,0.13124,0.13949,0.14539,0.14807,0.14728,0.14326,0.13641,0.12746,0.11746,0.10732,0.09792,0.08976,0.08332,0.07881,0.07566,0.07332,0.07115,0.06842,0.06481,0.0602,0.05498,0.04949,0.04325,0.03627,0.02906,0.02217,0.01603,0.011,0.00751,0.00537,0.00384,0.00263,0.00189,0.00151,0.00122,0.00113,0.00152,0.00222,0.00269,0.00276,0.00271,0.00265,0.00243,0.00237,0.00267,0.0031,0.00322,0.00303,0.00294,0.00321,0.0038,0.00482,0.00631,0.0082,0.01022,0.01193,0.013,0.01324,0.01246,0.01077,0.00872,0.00689,0.00532,N
0.03616,0.04353,0.05125,0.05834,0.06403,0.06828,0.07152,0.07473,0.07925,0.08551,0.09347,0.10304,0.11391,0.1257,0.13781,0.14948,0.15968,0.167,0.17039,0.16953,0.16472,0.15645,0.14563,0.13353,0.12128,0.10996,0.10018,0.09252,0.08727,0.08369,0.08114,0.07882,0.07581,0.07176,0.06649,0.06048,0.05418,0.04697,0.03886,0.03049,0.02253,0.01551,0.00988,0.00615,0.00411,0.00289,0.00206,0.00168,0.00162,0.00152,0.0015,0.00196,0.00274,0.00331,0.00341,0.00335,0.00325,0.00292,0.00273,0.00294,0.00328,0.00324,0.00287,0.00263,0.00286,0.0035,0.00468,0.00647,0.00876,0.01124,0.01334,0.01469,0.01503,0.01413,0.01214,0.00974,0.00761,0.00581,N
0.0398,0.04411,0.04908,0.05534,0.06311,0.07254,0.08216,0.09076,0.09829,0.1055,0.11347,0.12313,0.13521,0.14954,0.1639,0.17632,0.18571,0.19142,0.19312,0.19051,0.18359,0.17318,0.16048,0.14708,0.13442,0.12378,0.11589,0.10971,0.10369,0.09725,0.09075,0.08443,0.07792,0.0712,0.06387,0.0554,0.04592,0.03641,0.02816,0.02169,0.01659,0.01275,0.01013,0.00927,0.01052,0.01295,0.01501,0.01562,0.01411,0.01088,0.00739,0.00509,0.00408,0.00334,0.00259,0.00249,0.00283,0.00322,0.00344,0.0033,0.00273,0.00213,0.0023,0.00379,0.0065,0.00977,0.01279,0.01518,0.0169,0.01764,0.01668,0.01418,0.01077,0.00686,0.00348,0.00184,0.00185,0.00259,N
0.01585,0.02165,0.02745,0.03301,0.03846,0.04359,0.04847,0.05358,0.05905,0.06463,0.07009,0.07585,0.08227,0.08898,0.09577,0.10225,0.10754,0.11068,0.11134,0.10956,0.10535,0.09903,0.09135,0.08327,0.07523,0.0677,0.06121,0.05555,0.05038,0.04558,0.04123,0.03761,0.03466,0.03211,0.02957,0.02662,0.02288,0.01848,0.01392,0.00974,0.00625,0.0035,0.00171,0.00096,0.00064,0.00059,0.00067,0.00069,0.00048,0.00047,0.0013,0.00271,0.00401,0.00493,0.00504,0.00429,0.00286,0.00154,0.00074,0.00032,0.00019,0.00045,0.00091,0.00126,0.00142,0.00147,0.00118,0.00078,0.00063,0.00087,0.00124,0.00149,0.00157,0.00141,0.00097,0.00077,0.0011,0.00152,N
0.01399,0.01788,0.02175,0.02554,0.02931,0.03296,0.0366,0.04031,0.04419,0.04823,0.05229,0.05665,0.06158,0.0672,0.07353,0.08015,0.08637,0.09134,0.09438,0.09509,0.0933,0.08936,0.084,0.07789,0.07161,0.06562,0.06023,0.05563,0.05184,0.04874,0.04611,0.04364,0.04112,0.03832,0.03501,0.03136,0.02755,0.02373,0.02006,0.01674,0.01391,0.01152,0.0095,0.00784,0.00637,0.00496,0.00363,0.00258,0.00196,0.00172,0.00181,0.00213,0.00256,0.00285,0.00292,0.00293,0.00296,0.00305,0.00317,0.00322,0.00311,0.00274,0.00216,0.00156,0.00115,0.00118,0.00167,0.00256,0.00373,0.00493,0.00585,0.00635,0.00641,0.00602,0.00512,0.00399,0.00291,0.00216,N
0.03362,0.04048,0.04531,0.04904,0.05382,0.05959,0.06528,0.07027,0.07358,0.07596,0.07877,0.08415,0.09425,0.10876,0.12558,0.14229,0.1564,0.16619,0.17066,0.16936,0.1624,0.15059,0.13546,0.11962,0.10594,0.09515,0.08751,0.0825,0.07881,0.07625,0.0745,0.07355,0.07316,0.07104,0.06669,0.06043,0.05233,0.04354,0.03469,0.02715,0.02144,0.01603,0.01103,0.00701,0.00421,0.00231,0.00164,0.0031,0.00559,0.00661,0.00591,0.00463,0.00344,0.00209,0.00203,0.00382,0.00627,0.00767,0.00757,0.00655,0.00469,0.0023,0.00074,0.00092,0.00287,0.00537,0.00736,0.00902,0.0108,0.01254,0.01405,0.01598,0.01836,0.02019,0.02029,0.01854,0.01544,0.01107,N
0.03912,0.04502,0.04987,0.05414,0.05826,0.06254,0.06662,0.06994,0.07272,0.07535,0.07879,0.08406,0.09192,0.10241,0.11448,0.1267,0.13743,0.14504,0.14848,0.14708,0.14122,0.13201,0.12089,0.10946,0.09868,0.08949,0.08246,0.07751,0.07436,0.07223,0.07063,0.06923,0.06732,0.0647,0.06077,0.05539,0.04881,0.04123,0.03384,0.02726,0.02133,0.01586,0.01085,0.00694,0.00408,0.00234,0.00195,0.00248,0.00336,0.00394,0.00394,0.00356,0.00303,0.00289,0.00323,0.00441,0.00615,0.00745,0.00769,0.00704,0.00602,0.00491,0.00408,0.0043,0.00537,0.00674,0.00819,0.0098,0.01144,0.0127,0.01379,0.01499,0.0164,0.01739,0.01705,0.01517,0.0121,0.00847,N
0.03549,0.04246,0.04905,0.05508,0.06016,0.06445,0.06824,0.0716,0.07488,0.07888,0.08433,0.09189,0.10154,0.1132,0.12664,0.14043,0.15277,0.16185,0.16584,0.16425,0.15755,0.14714,0.13506,0.12229,0.10977,0.09866,0.08967,0.08333,0.07947,0.07736,0.07603,0.07429,0.07171,0.06831,0.06396,0.05811,0.0508,0.04281,0.03481,0.02706,0.0196,0.01309,0.008,0.00391,0.0012,0.00018,0.00028,0.00061,0.00063,0.00097,0.00154,0.00167,0.00152,0.00167,0.00227,0.00293,0.00366,0.00446,0.00476,0.0042,0.00301,0.0021,0.00173,0.00166,0.00206,0.00309,0.00492,0.00708,0.00897,0.01074,0.01244,0.01406,0.01527,0.01575,0.0152,0.01301,0.00945,0.00565,N
0.03674,0.04349,0.05054,0.05719,0.06279,0.06729,0.07115,0.0752,0.08033,0.08718,0.09563,0.1055,0.11645,0.12786,0.13904,0.14899,0.15705,0.16277,0.16559,0.16537,0.16182,0.15498,0.14563,0.13462,0.12323,0.11249,0.10307,0.09534,0.08916,0.08445,0.0809,0.07789,0.07467,0.07051,0.06548,0.05985,0.05356,0.04654,0.03882,0.031,0.02339,0.0165,0.01115,0.00738,0.00482,0.00299,0.0017,0.00104,0.0007,0.00059,0.00076,0.00121,0.00203,0.00278,0.00308,0.00289,0.00252,0.00208,0.00169,0.00182,0.00233,0.0026,0.00248,0.00239,0.00274,0.00329,0.00412,0.00565,0.00784,0.01016,0.01198,0.01293,0.01276,0.01138,0.0093,0.0073,0.00581,0.00456,N
0.02876,0.03664,0.04464,0.0518,0.05762,0.06169,0.06463,0.06771,0.07161,0.07718,0.08508,0.09513,0.10721,0.12104,0.13611,0.15165,0.16567,0.1758,0.18045,0.17878,0.17149,0.16025,0.14636,0.1314,0.11672,0.10318,0.09205,0.08402,0.07911,0.07684,0.07551,0.07385,0.07135,0.06762,0.06273,0.05665,0.0494,0.0416,0.03324,0.02438,0.01619,0.00952,0.0046,0.0015,0.00006,0.00001,0.00044,0.00056,0.00056,0.00055,0.00067,0.00089,0.00098,0.00094,0.00113,0.00139,0.00143,0.00156,0.00184,0.0019,0.00159,0.00121,0.00105,0.0007,0.00032,0.00091,0.00248,0.00456,0.00686,0.00923,0.01164,0.01353,0.0144,0.01419,0.01277,0.0101,0.0067,0.00353,N
0.01847,0.02536,0.03217,0.0384,0.04397,0.04959,0.05556,0.06207,0.06903,0.07582,0.08252,0.08945,0.09702,0.1054,0.11423,0.12335,0.13128,0.13629,0.13759,0.13479,0.12817,0.11878,0.10804,0.0972,0.08694,0.07772,0.06967,0.06232,0.05566,0.04994,0.0449,0.04051,0.03715,0.03466,0.03253,0.0298,0.02637,0.02197,0.01652,0.01116,0.00677,0.00384,0.00287,0.0034,0.00461,0.00535,0.00526,0.00462,0.00372,0.00337,0.0045,0.00709,0.01015,0.01259,0.01332,0.01199,0.00939,0.00672,0.00476,0.00388,0.00416,0.00515,0.0057,0.0055,0.00494,0.00428,0.00396,0.00399,0.00428,0.0047,0.00479,0.0045,0.00401,0.0035,0.0034,0.00347,0.00367,0.0039,N
0.01603,0.02099,0.02626,0.03168,0.03695,0.0419,0.04661,0.0512,0.0559,0.06086,0.0662,0.07188,0.07783,0.08408,0.09023,0.09548,0.09941,0.10182,0.10231,0.10084,0.09754,0.09255,0.08625,0.07905,0.07177,0.06494,0.0587,0.0534,0.04874,0.04435,0.04053,0.03731,0.03457,0.03198,0.02924,0.02614,0.02247,0.01844,0.01467,0.01131,0.0084,0.00606,0.00416,0.00257,0.00151,0.00099,0.00088,0.00088,0.00108,0.00157,0.00214,0.00277,0.00336,0.0036,0.00351,0.00325,0.00291,0.00246,0.00201,0.00165,0.00121,0.00076,0.00075,0.00123,0.00179,0.00209,0.00204,0.00176,0.00151,0.00151,0.00186,0.00238,0.00271,0.00268,0.00244,0.00232,0.00239,0.00273,N
